student_id,student_name,gender,department,account,password,group_no,dept_no
1044,卫霞,女,信息安全,1044,123456,27,C
1045,蒋娟,女,计算机科学,1045,123456,27,C
1046,郑敏,女,人工智能,1046,123456,27,C
1047,卫平,女,人工智能,1047,123456,27,C
1048,杨强,女,计算机科学,1048,123456,27,C
1049,钱平,女,信息安全,1049,123456,27,C
1050,韩霞,男,信息安全,1050,123456,27,C
11A20240001,A院学生01,M,计算机科学,A20240001,123456,11,A
11A20240002,A院学生02,F,信息安全,A20240002,123456,11,A
11A20240003,A院学生03,M,软件工程,A20240003,123456,11,A
11A20240004,A院学生04,F,计算机科学,A20240004,123456,11,A
11A20240005,A院学生05,M,信息安全,A20240005,123456,11,A
11A20240006,A院学生06,F,软件工程,A20240006,123456,11,A
11A20240007,A院学生07,M,计算机科学,A20240007,123456,11,A
11A20240008,A院学生08,F,信息安全,A20240008,123456,11,A
11A20240009,A院学生09,M,软件工程,A20240009,123456,11,A
11A20240010,A院学生10,F,计算机科学,A20240010,123456,11,A
11A20240011,A院学生11,M,信息安全,A20240011,123456,11,A
11A20240012,A院学生12,F,软件工程,A20240012,123456,11,A
11A20240013,A院学生13,M,计算机科学,A20240013,123456,11,A
11A20240014,A院学生14,F,信息安全,A20240014,123456,11,A
11A20240015,A院学生15,M,软件工程,A20240015,123456,11,A
11A20240016,A院学生16,F,计算机科学,A20240016,123456,11,A
11A20240017,A院学生17,M,信息安全,A20240017,123456,11,A
11A20240018,A院学生18,F,软件工程,A20240018,123456,11,A
11A20240019,A院学生19,M,计算机科学,A20240019,123456,11,A
11A20240020,A院学生20,F,信息安全,A20240020,123456,11,A
11A20240021,A院学生21,M,软件工程,A20240021,123456,11,A
11A20240022,A院学生22,F,计算机科学,A20240022,123456,11,A
11A20240023,A院学生23,M,信息安全,A20240023,123456,11,A
11A20240024,A院学生24,F,软件工程,A20240024,123456,11,A
11A20240025,A院学生25,M,计算机科学,A20240025,123456,11,A
11A20240026,A院学生26,F,信息安全,A20240026,123456,11,A
11A20240027,A院学生27,M,软件工程,A20240027,123456,11,A
11A20240028,A院学生28,F,计算机科学,A20240028,123456,11,A
11A20240029,A院学生29,M,信息安全,A20240029,123456,11,A
11A20240030,A院学生30,F,软件工程,A20240030,123456,11,A
11A20240031,A院学生31,M,计算机科学,A20240031,123456,11,A
11A20240032,A院学生32,F,信息安全,A20240032,123456,11,A
11A20240033,A院学生33,M,软件工程,A20240033,123456,11,A
11A20240034,A院学生34,F,计算机科学,A20240034,123456,11,A
11A20240035,A院学生35,M,信息安全,A20240035,123456,11,A
11A20240036,A院学生36,F,软件工程,A20240036,123456,11,A
11A20240037,A院学生37,M,计算机科学,A20240037,123456,11,A
11A20240038,A院学生38,F,信息安全,A20240038,123456,11,A
11A20240039,A院学生39,M,软件工程,A20240039,123456,11,A
11A20240040,A院学生40,F,计算机科学,A20240040,123456,11,A
11A20240041,A院学生41,M,信息安全,A20240041,123456,11,A
11A20240042,A院学生42,F,软件工程,A20240042,123456,11,A
11A20240043,A院学生43,M,计算机科学,A20240043,123456,11,A
11A20240044,A院学生44,F,信息安全,A20240044,123456,11,A
11A20240045,A院学生45,M,软件工程,A20240045,123456,11,A
11A20240046,A院学生46,F,计算机科学,A20240046,123456,11,A
11A20240047,A院学生47,M,信息安全,A20240047,123456,11,A
11A20240048,A院学生48,F,软件工程,A20240048,123456,11,A
11A20240049,A院学生49,M,计算机科学,A20240049,123456,11,A
11A20240050,A院学生50,F,信息安全,A20240050,123456,11,A
11B24000001,袁涵芳,F,化学,B24000001,123456,11,B
11B24000002,徐欣,F,化学,B24000002,123456,11,B
11B24000003,蒋磊阳,M,化学,B24000003,123456,11,B
11B24000004,彭文煜,M,化学,B24000004,123456,11,B
11B24000005,程焱军,M,化学,B24000005,123456,11,B
11B24000006,龚泽晨,M,化学,B24000006,123456,11,B
11B24000007,杜颖欣,F,化学,B24000007,123456,11,B
11B24000008,蒋晖曦,M,化学,B24000008,123456,11,B
11B24000009,方芳慧,F,化学,B24000009,123456,11,B
11B24000010,赵勇熠,M,化学,B24000010,123456,11,B
11B24000011,覃泽杰,M,化学,B24000011,123456,11,B
11B24000012,江刚明,M,化学,B24000012,123456,11,B
11B24000013,龙刚熠,M,化学,B24000013,123456,11,B
11B24000014,贾彤萱,F,化学,B24000014,123456,11,B
11B24000015,徐萱,F,化学,B24000015,123456,11,B
11B24000016,陈蕾悦,F,化学,B24000016,123456,11,B
11B24000017,周晴嫣,F,化学,B24000017,123456,11,B
11B24000018,史峰斌,M,化学,B24000018,123456,11,B
11B24000019,孟兰,F,化学,B24000019,123456,11,B
11B24000020,潘昊磊,M,化学,B24000020,123456,11,B
11B24000021,黎玲丽,F,应用化学,B24000021,123456,11,B
11B24000022,孟秀琳,F,应用化学,B24000022,123456,11,B
11B24000023,潘晴,F,应用化学,B24000023,123456,11,B
11B24000024,何蕾妍,F,应用化学,B24000024,123456,11,B
11B24000025,孙炜伟,M,应用化学,B24000025,123456,11,B
11B24000026,吕宇,M,应用化学,B24000026,123456,11,B
11B24000027,白勇轩,M,应用化学,B24000027,123456,11,B
11B24000028,范梅欣,F,应用化学,B24000028,123456,11,B
11B24000029,熊雅,F,应用化学,B24000029,123456,11,B
11B24000030,覃丽珊,F,应用化学,B24000030,123456,11,B
11B24000031,蔡睿熠,M,应用化学,B24000031,123456,11,B
11B24000032,赵鑫强,M,应用化学,B24000032,123456,11,B
11B24000033,于薇娜,F,应用化学,B24000033,123456,11,B
11B24000034,覃龙,M,应用化学,B24000034,123456,11,B
11B24000035,龙桂丽,F,应用化学,B24000035,123456,11,B
11B24000036,钟昊亮,M,化学生物学,B24000036,123456,11,B
11B24000037,胡芳瑶,F,化学生物学,B24000037,123456,11,B
11B24000038,梁霞萱,F,化学生物学,B24000038,123456,11,B
11B24000039,谢秀瑶,F,化学生物学,B24000039,123456,11,B
11B24000040,邹宇磊,M,化学生物学,B24000040,123456,11,B
11B24000041,田萱雅,F,化学生物学,B24000041,123456,11,B
11B24000042,田怡欣,F,化学生物学,B24000042,123456,11,B
11B24000043,孙琪洁,F,化学生物学,B24000043,123456,11,B
11B24000044,孙菊琪,F,化学生物学,B24000044,123456,11,B
11B24000045,宋晴莉,F,化学生物学,B24000045,123456,11,B
11B24000046,龙峰亮,M,高分子材料,B24000046,123456,11,B
11B24000047,韦静丽,F,高分子材料,B24000047,123456,11,B
11B24000048,龙晨,M,高分子材料,B24000048,123456,11,B
11B24000049,方晨磊,M,高分子材料,B24000049,123456,11,B
11B24000050,董雅晴,F,高分子材料,B24000050,123456,11,B
11C20240001,学生1,M,CS,C20240001,000000,11,C
11C20240002,学生2,F,CS,C20240002,000000,11,C
11C20240003,学生3,M,CS,C20240003,000000,11,C
11C20240004,学生4,F,CS,C20240004,000000,11,C
11C20240005,学生5,M,CS,C20240005,000000,11,C
11C20240006,学生6,F,CS,C20240006,000000,11,C
11C20240007,学生7,M,CS,C20240007,000000,11,C
11C20240008,学生8,F,CS,C20240008,000000,11,C
11C20240009,学生9,M,CS,C20240009,000000,11,C
11C20240010,学生10,F,CS,C20240010,000000,11,C
11C20240011,学生11,M,CS,C20240011,000000,11,C
11C20240012,学生12,F,CS,C20240012,000000,11,C
11C20240013,学生13,M,CS,C20240013,000000,11,C
11C20240014,学生14,F,CS,C20240014,000000,11,C
11C20240015,学生15,M,CS,C20240015,000000,11,C
11C20240016,学生16,F,CS,C20240016,000000,11,C
11C20240017,学生17,M,CS,C20240017,000000,11,C
11C20240018,学生18,F,CS,C20240018,000000,11,C
11C20240019,学生19,M,CS,C20240019,000000,11,C
11C20240020,学生20,F,CS,C20240020,000000,11,C
11C20240021,学生21,M,CS,C20240021,000000,11,C
11C20240022,学生22,F,CS,C20240022,000000,11,C
11C20240023,学生23,M,CS,C20240023,000000,11,C
11C20240024,学生24,F,CS,C20240024,000000,11,C
11C20240025,学生25,M,CS,C20240025,000000,11,C
11C20240026,学生26,F,CS,C20240026,000000,11,C
11C20240027,学生27,M,CS,C20240027,000000,11,C
11C20240028,学生28,F,CS,C20240028,000000,11,C
11C20240029,学生29,M,CS,C20240029,000000,11,C
11C20240030,学生30,F,CS,C20240030,000000,11,C
11C20240031,学生31,M,CS,C20240031,000000,11,C
11C20240032,学生32,F,CS,C20240032,000000,11,C
11C20240033,学生33,M,CS,C20240033,000000,11,C
11C20240034,学生34,F,CS,C20240034,000000,11,C
11C20240035,学生35,M,CS,C20240035,000000,11,C
11C20240036,学生36,F,CS,C20240036,000000,11,C
11C20240037,学生37,M,CS,C20240037,000000,11,C
11C20240038,学生38,F,CS,C20240038,000000,11,C
11C20240039,学生39,M,CS,C20240039,000000,11,C
11C20240040,学生40,F,CS,C20240040,000000,11,C
11C20240041,学生41,M,CS,C20240041,000000,11,C
11C20240042,学生42,F,CS,C20240042,000000,11,C
11C20240043,学生43,M,CS,C20240043,000000,11,C
11C20240044,学生44,F,CS,C20240044,000000,11,C
11C20240045,学生45,M,CS,C20240045,000000,11,C
11C20240046,学生46,F,CS,C20240046,000000,11,C
11C20240047,学生47,M,CS,C20240047,000000,11,C
11C20240048,学生48,F,CS,C20240048,000000,11,C
11C20240049,学生49,M,CS,C20240049,000000,11,C
11C20240050,学生50,F,CS,C20240050,000000,11,C
15A001,Stu1,M,CS,15A001,123456,15,A
15A002,Stu2,F,EE,15A002,123456,15,A
15A003,Stu3,M,ME,15A003,123456,15,A
15A004,Stu4,F,MATH,15A004,123456,15,A
15A005,Stu5,M,PHYS,15A005,123456,15,A
15A006,Stu6,F,CS,15A006,123456,15,A
15A007,Stu7,M,EE,15A007,123456,15,A
15A008,Stu8,F,ME,15A008,123456,15,A
15A009,Stu9,M,MATH,15A009,123456,15,A
15A010,Stu10,F,PHYS,15A010,123456,15,A
15A011,Stu11,M,CS,15A011,123456,15,A
15A012,Stu12,F,EE,15A012,123456,15,A
15A013,Stu13,M,ME,15A013,123456,15,A
15A014,Stu14,F,MATH,15A014,123456,15,A
15A015,Stu15,M,PHYS,15A015,123456,15,A
15A016,Stu16,F,CS,15A016,123456,15,A
15A017,Stu17,M,EE,15A017,123456,15,A
15A018,Stu18,F,ME,15A018,123456,15,A
15A019,Stu19,M,MATH,15A019,123456,15,A
15A020,Stu20,F,PHYS,15A020,123456,15,A
15A021,Stu21,M,CS,15A021,123456,15,A
15A022,Stu22,F,EE,15A022,123456,15,A
15A023,Stu23,M,ME,15A023,123456,15,A
15A024,Stu24,F,MATH,15A024,123456,15,A
15A025,Stu25,M,PHYS,15A025,123456,15,A
15A026,Stu26,F,CS,15A026,123456,15,A
15A027,Stu27,M,EE,15A027,123456,15,A
15A028,Stu28,F,ME,15A028,123456,15,A
15A029,Stu29,M,MATH,15A029,123456,15,A
15A030,Stu30,F,PHYS,15A030,123456,15,A
15A031,Stu31,M,CS,15A031,123456,15,A
15A032,Stu32,F,EE,15A032,123456,15,A
15A033,Stu33,M,ME,15A033,123456,15,A
15A034,Stu34,F,MATH,15A034,123456,15,A
15A035,Stu35,M,PHYS,15A035,123456,15,A
15A036,Stu36,F,CS,15A036,123456,15,A
15A037,Stu37,M,EE,15A037,123456,15,A
15A038,Stu38,F,ME,15A038,123456,15,A
15A039,Stu39,M,MATH,15A039,123456,15,A
15A040,Stu40,F,PHYS,15A040,123456,15,A
15A041,Stu41,M,CS,15A041,123456,15,A
15A042,Stu42,F,EE,15A042,123456,15,A
15A043,Stu43,M,ME,15A043,123456,15,A
15A044,Stu44,F,MATH,15A044,123456,15,A
15A045,Stu45,M,PHYS,15A045,123456,15,A
15A046,Stu46,F,CS,15A046,123456,15,A
15A047,Stu47,M,EE,15A047,123456,15,A
15A048,Stu48,F,ME,15A048,123456,15,A
15A049,Stu49,M,MATH,15A049,123456,15,A
15A050,Stu50,F,PHYS,15A050,123456,15,A
15B001,Stu1,M,EE,15B001,123456,15,B
15B002,Stu2,F,COMM,15B002,123456,15,B
15B003,Stu3,M,AUTO,15B003,123456,15,B
15B004,Stu4,F,PHYS,15B004,123456,15,B
15B005,Stu5,M,MATH,15B005,123456,15,B
15B006,Stu6,F,EE,15B006,123456,15,B
15B007,Stu7,M,COMM,15B007,123456,15,B
15B008,Stu8,F,AUTO,15B008,123456,15,B
15B009,Stu9,M,PHYS,15B009,123456,15,B
15B010,Stu10,F,MATH,15B010,123456,15,B
15B011,Stu11,M,EE,15B011,123456,15,B
15B012,Stu12,F,COMM,15B012,123456,15,B
15B013,Stu13,M,AUTO,15B013,123456,15,B
15B014,Stu14,F,PHYS,15B014,123456,15,B
15B015,Stu15,M,MATH,15B015,123456,15,B
15B016,Stu16,F,EE,15B016,123456,15,B
15B017,Stu17,M,COMM,15B017,123456,15,B
15B018,Stu18,F,AUTO,15B018,123456,15,B
15B019,Stu19,M,PHYS,15B019,123456,15,B
15B020,Stu20,F,MATH,15B020,123456,15,B
15B021,Stu21,M,EE,15B021,123456,15,B
15B022,Stu22,F,COMM,15B022,123456,15,B
15B023,Stu23,M,AUTO,15B023,123456,15,B
15B024,Stu24,F,PHYS,15B024,123456,15,B
15B025,Stu25,M,MATH,15B025,123456,15,B
15B026,Stu26,F,EE,15B026,123456,15,B
15B027,Stu27,M,COMM,15B027,123456,15,B
15B028,Stu28,F,AUTO,15B028,123456,15,B
15B029,Stu29,M,PHYS,15B029,123456,15,B
15B030,Stu30,F,MATH,15B030,123456,15,B
15B031,Stu31,M,EE,15B031,123456,15,B
15B032,Stu32,F,COMM,15B032,123456,15,B
15B033,Stu33,M,AUTO,15B033,123456,15,B
15B034,Stu34,F,PHYS,15B034,123456,15,B
15B035,Stu35,M,MATH,15B035,123456,15,B
15B036,Stu36,F,EE,15B036,123456,15,B
15B037,Stu37,M,COMM,15B037,123456,15,B
15B038,Stu38,F,AUTO,15B038,123456,15,B
15B039,Stu39,M,PHYS,15B039,123456,15,B
15B040,Stu40,F,MATH,15B040,123456,15,B
15B041,Stu41,M,EE,15B041,123456,15,B
15B042,Stu42,F,COMM,15B042,123456,15,B
15B043,Stu43,M,AUTO,15B043,123456,15,B
15B044,Stu44,F,PHYS,15B044,123456,15,B
15B045,Stu45,M,MATH,15B045,123456,15,B
15B046,Stu46,F,EE,15B046,123456,15,B
15B047,Stu47,M,COMM,15B047,123456,15,B
15B048,Stu48,F,AUTO,15B048,123456,15,B
15B049,Stu49,M,PHYS,15B049,123456,15,B
15B050,Stu50,F,MATH,15B050,123456,15,B
15C001,Stu1,M,MATH,15C001,123456,15,C
15C002,Stu2,F,STAT,15C002,123456,15,C
15C003,Stu3,M,AMATH,15C003,123456,15,C
15C004,Stu4,F,INFO,15C004,123456,15,C
15C005,Stu5,M,OR,15C005,123456,15,C
15C006,Stu6,F,MATH,15C006,123456,15,C
15C007,Stu7,M,STAT,15C007,123456,15,C
15C008,Stu8,F,AMATH,15C008,123456,15,C
15C009,Stu9,M,INFO,15C009,123456,15,C
15C010,Stu10,F,OR,15C010,123456,15,C
15C011,Stu11,M,MATH,15C011,123456,15,C
15C012,Stu12,F,STAT,15C012,123456,15,C
15C013,Stu13,M,AMATH,15C013,123456,15,C
15C014,Stu14,F,INFO,15C014,123456,15,C
15C015,Stu15,M,OR,15C015,123456,15,C
15C016,Stu16,F,MATH,15C016,123456,15,C
15C017,Stu17,M,STAT,15C017,123456,15,C
15C018,Stu18,F,AMATH,15C018,123456,15,C
15C019,Stu19,M,INFO,15C019,123456,15,C
15C020,Stu20,F,OR,15C020,123456,15,C
15C021,Stu21,M,MATH,15C021,123456,15,C
15C022,Stu22,F,STAT,15C022,123456,15,C
15C023,Stu23,M,AMATH,15C023,123456,15,C
15C024,Stu24,F,INFO,15C024,123456,15,C
15C025,Stu25,M,OR,15C025,123456,15,C
15C026,Stu26,F,MATH,15C026,123456,15,C
15C027,Stu27,M,STAT,15C027,123456,15,C
15C028,Stu28,F,AMATH,15C028,123456,15,C
15C029,Stu29,M,INFO,15C029,123456,15,C
15C030,Stu30,F,OR,15C030,123456,15,C
15C031,Stu31,M,MATH,15C031,123456,15,C
15C032,Stu32,F,STAT,15C032,123456,15,C
15C033,Stu33,M,AMATH,15C033,123456,15,C
15C034,Stu34,F,INFO,15C034,123456,15,C
15C035,Stu35,M,OR,15C035,123456,15,C
15C036,Stu36,F,MATH,15C036,123456,15,C
15C037,Stu37,M,STAT,15C037,123456,15,C
15C038,Stu38,F,AMATH,15C038,123456,15,C
15C039,Stu39,M,INFO,15C039,123456,15,C
15C040,Stu40,F,OR,15C040,123456,15,C
15C041,Stu41,M,MATH,15C041,123456,15,C
15C042,Stu42,F,STAT,15C042,123456,15,C
15C043,Stu43,M,AMATH,15C043,123456,15,C
15C044,Stu44,F,INFO,15C044,123456,15,C
15C045,Stu45,M,OR,15C045,123456,15,C
15C046,Stu46,F,MATH,15C046,123456,15,C
15C047,Stu47,M,STAT,15C047,123456,15,C
15C048,Stu48,F,AMATH,15C048,123456,15,C
15C049,Stu49,M,INFO,15C049,123456,15,C
15C050,Stu50,F,OR,15C050,123456,15,C
16B001,学生B_1,男,计算机,16B001,b00100,16,B
16B002,学生B_2,女,软工,16B002,b00200,16,B
16B003,学生B_3,男,网安,16B003,b00300,16,B
16B004,学生B_4,女,计算机,16B004,b00400,16,B
16B005,学生B_5,男,软工,16B005,b00500,16,B
16B006,学生B_6,女,网安,16B006,b00600,16,B
16B007,学生B_7,男,计算机,16B007,b00700,16,B
16B008,学生B_8,女,软工,16B008,b00800,16,B
16B009,学生B_9,男,网安,16B009,b00900,16,B
16B010,学生B_10,女,计算机,16B010,b01000,16,B
16B011,学生B_11,男,软工,16B011,b01100,16,B
16B012,学生B_12,女,网安,16B012,b01200,16,B
16B013,学生B_13,男,计算机,16B013,b01300,16,B
16B014,学生B_14,女,软工,16B014,b01400,16,B
16B015,学生B_15,男,网安,16B015,b01500,16,B
16B016,学生B_16,女,计算机,16B016,b01600,16,B
16B017,学生B_17,男,软工,16B017,b01700,16,B
16B018,学生B_18,女,网安,16B018,b01800,16,B
16B019,学生B_19,男,计算机,16B019,b01900,16,B
16B020,学生B_20,女,软工,16B020,b02000,16,B
16B021,学生B_21,男,网安,16B021,b02100,16,B
16B022,学生B_22,女,计算机,16B022,b02200,16,B
16B023,学生B_23,男,软工,16B023,b02300,16,B
16B024,学生B_24,女,网安,16B024,b02400,16,B
16B025,学生B_25,男,计算机,16B025,b02500,16,B
16B026,学生B_26,女,软工,16B026,b02600,16,B
16B027,学生B_27,男,网安,16B027,b02700,16,B
16B028,学生B_28,女,计算机,16B028,b02800,16,B
16B029,学生B_29,男,软工,16B029,b02900,16,B
16B030,学生B_30,女,网安,16B030,b03000,16,B
16B031,学生B_31,男,计算机,16B031,b03100,16,B
16B032,学生B_32,女,软工,16B032,b03200,16,B
16B033,学生B_33,男,网安,16B033,b03300,16,B
16B034,学生B_34,女,计算机,16B034,b03400,16,B
16B035,学生B_35,男,软工,16B035,b03500,16,B
16B036,学生B_36,女,网安,16B036,b03600,16,B
16B037,学生B_37,男,计算机,16B037,b03700,16,B
16B038,学生B_38,女,软工,16B038,b03800,16,B
16B039,学生B_39,男,网安,16B039,b03900,16,B
16B040,学生B_40,女,计算机,16B040,b04000,16,B
16B041,学生B_41,男,软工,16B041,b04100,16,B
16B042,学生B_42,女,网安,16B042,b04200,16,B
16B043,学生B_43,男,计算机,16B043,b04300,16,B
16B044,学生B_44,女,软工,16B044,b04400,16,B
16B045,学生B_45,男,网安,16B045,b04500,16,B
16B046,学生B_46,女,计算机,16B046,b04600,16,B
16B047,学生B_47,男,软工,16B047,b04700,16,B
16B048,学生B_48,女,网安,16B048,b04800,16,B
16B049,学生B_49,男,计算机,16B049,b04900,16,B
16B050,学生B_50,女,软工,16B050,b05000,16,B
16C001,赵明,M,计科,16C001,c00100,16,C
16C002,钱丽,F,软工,16C002,c00200,16,C
16C003,孙伟,M,计科,16C003,c00300,16,C
16C004,李芳,F,网安,16C004,c00400,16,C
16C005,周强,M,软工,16C005,c00500,16,C
16C006,吴敏,F,计科,16C006,c00600,16,C
16C007,郑涛,M,网安,16C007,c00700,16,C
16C008,王静,F,计科,16C008,c00800,16,C
16C009,冯杰,M,软工,16C009,c00900,16,C
16C010,陈燕,F,网安,16C010,c01000,16,C
16C011,褚磊,M,计科,16C011,c01100,16,C
16C012,卫萍,F,软工,16C012,c01200,16,C
16C013,蒋波,M,网安,16C013,c01300,16,C
16C014,沈霞,F,计科,16C014,c01400,16,C
16C015,韩超,M,软工,16C015,c01500,16,C
16C016,杨洁,F,网安,16C016,c01600,16,C
16C017,朱鹏,M,计科,16C017,c01700,16,C
16C018,秦璐,F,软工,16C018,c01800,16,C
16C019,尤刚,M,网安,16C019,c01900,16,C
16C020,许颖,F,计科,16C020,c02000,16,C
16C021,何勇,M,软工,16C021,c02100,16,C
16C022,吕婷,F,网安,16C022,c02200,16,C
16C023,施飞,M,计科,16C023,c02300,16,C
16C024,张琳,F,软工,16C024,c02400,16,C
16C025,孔辉,M,网安,16C025,c02500,16,C
16C026,曹倩,F,计科,16C026,c02600,16,C
16C027,严军,M,软工,16C027,c02700,16,C
16C028,华莎,F,网安,16C028,c02800,16,C
16C029,金毅,M,计科,16C029,c02900,16,C
16C030,魏蓉,F,软工,16C030,c03000,16,C
16C031,陶亮,M,网安,16C031,c03100,16,C
16C032,姜薇,F,计科,16C032,c03200,16,C
16C033,戚峰,M,软工,16C033,c03300,16,C
16C034,谢丹,F,网安,16C034,c03400,16,C
16C035,邹斌,M,计科,16C035,c03500,16,C
16C036,喻蕾,F,软工,16C036,c03600,16,C
16C037,柏威,M,网安,16C037,c03700,16,C
16C038,水莹,F,计科,16C038,c03800,16,C
16C039,窦龙,M,软工,16C039,c03900,16,C
16C040,章雯,F,网安,16C040,c04000,16,C
16C041,云鑫,M,计科,16C041,c04100,16,C
16C042,苏瑶,F,软工,16C042,c04200,16,C
16C043,潘虎,M,网安,16C043,c04300,16,C
16C044,葛虹,F,计科,16C044,c04400,16,C
16C045,奚骏,M,软工,16C045,c04500,16,C
16C046,范颖,F,网安,16C046,c04600,16,C
16C047,彭翔,M,计科,16C047,c04700,16,C
16C048,郎莹,F,软工,16C048,c04800,16,C
16C049,鲁凯,M,网安,16C049,c04900,16,C
16C050,韦晶,F,计科,16C050,c05000,16,C
2021A0000001,周子轩,男,学院A,A202100001,123456,10,A
2021A0000002,顾雨桐,女,学院A,A202100002,123456,10,A
2021A0000003,沈嘉豪,男,学院A,A202100003,123456,10,A
2021A0000004,许梦瑶,女,学院A,A202100004,123456,10,A
2021A0000005,陆辰逸,男,学院A,A202100005,123456,10,A
2021A0000006,宋语涵,女,学院A,A202100006,123456,10,A
2021A0000007,韩宇航,男,学院A,A202100007,123456,10,A
2021A0000008,唐欣怡,女,学院A,A202100008,123456,10,A
2021A0000009,邵文博,男,学院A,A202100009,123456,10,A
2021A0000010,任可馨,女,学院A,A202100010,123456,10,A
2021A0000011,程浩然,男,学院A,A202100011,123456,10,A
2021A0000012,袁若曦,女,学院A,A202100012,123456,10,A
2021A0000013,彭书远,男,学院A,A202100013,123456,10,A
2021A0000014,陶思雨,女,学院A,A202100014,123456,10,A
2021A0000015,魏承泽,男,学院A,A202100015,123456,10,A
2021A0000016,姜依诺,女,学院A,A202100016,123456,10,A
2021A0000017,卢景行,男,学院A,A202100017,123456,10,A
2021A0000018,崔嘉宁,女,学院A,A202100018,123456,10,A
2021A0000019,丁昊宇,男,学院A,A202100019,123456,10,A
2021A0000020,范诗涵,女,学院A,A202100020,123456,10,A
2021A0000021,郝铭轩,男,学院A,A202100021,123456,10,A
2021A0000022,汪若彤,女,学院A,A202100022,123456,10,A
2021A0000023,贺俊驰,男,学院A,A202100023,123456,10,A
2021A0000024,康语晴,女,学院A,A202100024,123456,10,A
2021A0000025,钱思远,男,学院A,A202100025,123456,10,A
2021A0000026,夏书妍,女,学院A,A202100026,123456,10,A
2021A0000027,严博文,男,学院A,A202100027,123456,10,A
2021A0000028,易芷涵,女,学院A,A202100028,123456,10,A
2021A0000029,乔弘毅,男,学院A,A202100029,123456,10,A
2021A0000030,白欣悦,女,学院A,A202100030,123456,10,A
2021A0000031,孔睿哲,男,学院A,A202100031,123456,10,A
2021A0000032,龙雨薇,女,学院A,A202100032,123456,10,A
2021A0000033,武嘉佑,男,学院A,A202100033,123456,10,A
2021A0000034,赖清妍,女,学院A,A202100034,123456,10,A
2021A0000035,段晨阳,男,学院A,A202100035,123456,10,A
2021A0000036,黎若溪,女,学院A,A202100036,123456,10,A
2021A0000037,史泽楷,男,学院A,A202100037,123456,10,A
2021A0000038,苏语嫣,女,学院A,A202100038,123456,10,A
2021A0000039,龚天佑,男,学院A,A202100039,123456,10,A
2021A0000040,赖心怡,女,学院A,A202100040,123456,10,A
2021A0000041,万俊熙,男,学院A,A202100041,123456,10,A
2021A0000042,金若琳,女,学院A,A202100042,123456,10,A
2021A0000043,孟星宇,男,学院A,A202100043,123456,10,A
2021A0000044,石婉清,女,学院A,A202100044,123456,10,A
2021A0000045,邱哲瀚,男,学院A,A202100045,123456,10,A
2021A0000046,阮思琪,女,学院A,A202100046,123456,10,A
2021A0000047,侯明轩,男,学院A,A202100047,123456,10,A
2021A0000048,江语柔,女,学院A,A202100048,123456,10,A
2021A0000049,雷浩宇,男,学院A,A202100049,123456,10,A
2021A0000050,杜安然,女,学院A,A202100050,123456,10,A
202200000003,赵安然,男,学院A,acc0000003,123456,18,A
202200000006,郑安然,女,学院A,acc0000006,123456,18,A
202200000009,张安然,男,学院A,acc0000009,123456,18,A
202200000012,陈子昂,女,学院A,acc0000012,123456,18,A
